TABLE_CATALOG,TABLE_SCHEMA,TABLE_NAME,TABLE_TYPE,ENGINE,VERSION,ROW_FORMAT,TABLE_ROWS,AVG_ROW_LENGTH,DATA_LENGTH,MAX_DATA_LENGTH,INDEX_LENGTH,DATA_FREE,AUTO_INCREMENT,CREATE_TIME,UPDATE_TIME,CHECK_TIME,TABLE_COLLATION,CHECKSUM,CREATE_OPTIONS,TABLE_COMMENT
def,capstone,UserMessages,"BASE TABLE",InnoDB,10,Dynamic,0,0,16384,0,32768,0,1,"2022-01-27 01:04:18",NULL,NULL,utf8mb4_0900_ai_ci,NULL,,
def,capstone,UserSurveyResponses,"BASE TABLE",InnoDB,10,Dynamic,9779,43,425984,0,704512,4194304,79857,"2022-03-22 01:35:29","2022-04-23 23:08:51",NULL,utf8mb4_0900_ai_ci,NULL,,
def,capstone,Users,"BASE TABLE",InnoDB,10,Dynamic,1042,157,163840,0,98304,0,9488,"2022-03-27 01:41:43","2022-04-23 23:08:51",NULL,utf8mb4_0900_ai_ci,NULL,,
def,capstone,__EFMigrationsHistory,"BASE TABLE",InnoDB,10,Dynamic,39,420,16384,0,0,0,NULL,"2021-11-27 15:59:33","2022-04-18 18:36:08",NULL,utf8mb4_0900_ai_ci,NULL,,
def,capstone,v_UserMatches,VIEW,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-03-12 14:43:56",NULL,NULL,NULL,NULL,NULL,VIEW
def,capstone_hc,Configurations,"BASE TABLE",InnoDB,10,Dynamic,0,0,16384,0,0,0,2,"2022-01-29 16:47:42",NULL,NULL,utf8mb4_0900_ai_ci,NULL,,
def,capstone_hc,Executions,"BASE TABLE",InnoDB,10,Dynamic,0,0,16384,0,0,0,2,"2022-01-29 16:47:42",NULL,NULL,utf8mb4_0900_ai_ci,NULL,,
def,capstone_hc,Failures,"BASE TABLE",InnoDB,10,Dynamic,341,48,16384,0,0,0,363,"2022-01-29 16:47:42",NULL,NULL,utf8mb4_0900_ai_ci,NULL,,
def,capstone_hc,HealthCheckExecutionEntries,"BASE TABLE",InnoDB,10,Dynamic,2,8192,16384,0,16384,0,565,"2022-01-29 16:47:43",NULL,NULL,utf8mb4_0900_ai_ci,NULL,,
def,capstone_hc,HealthCheckExecutionHistories,"BASE TABLE",InnoDB,10,Dynamic,0,0,16384,0,16384,0,1,"2022-01-29 16:47:43",NULL,NULL,utf8mb4_0900_ai_ci,NULL,,
def,capstone_hc,__EFMigrationsHistory,"BASE TABLE",InnoDB,10,Dynamic,2,8192,16384,0,0,0,NULL,"2022-01-29 16:47:41",NULL,NULL,utf8mb4_0900_ai_ci,NULL,,
